,consumer_id,test_name,metric_success_Answer Relevancy,metric_success_Contextual Relevancy,metric_success_Hallucination,score_Answer Relevancy,score_Contextual Relevancy,score_Hallucination,success_Answer Relevancy,success_Contextual Relevancy,success_Hallucination,threshold_Answer Relevancy,threshold_Contextual Relevancy,threshold_Hallucination
17,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q5:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
18,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q5:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
19,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q5:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
20,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q6:gemini-1.5-pro:lexical_search_0_hop,True,True,True,0.8181818181818182,1.0,0.0,True,True,True,0.5,0.5,0.5
21,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q6:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
22,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q6:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
23,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q6:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
24,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q7:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
25,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q7:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
26,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q7:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
27,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q7:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
28,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q8:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
29,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q8:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
30,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q8:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
31,Beatris270_Bogan287_5b3645de-a2d0-d016-0839-bab3757c4c58_deepeval-Copy1.csv,Q8:gemini-1.5-pro:similarity_search_1_hop,True,True,True,0.8235294117647058,1.0,0.0,True,True,True,0.5,0.5,0.5
32,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q1:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
33,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q1:gemini-1.5-pro:lexical_search_1_hop,True,True,False,1.0,1.0,1.0,False,False,False,0.5,0.5,0.5
34,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q1:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
35,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q1:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
36,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q2:gemini-1.5-pro:lexical_search_0_hop,True,False,True,1.0,0.0,0.0,False,False,False,0.5,0.5,0.5
37,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q2:gemini-1.5-pro:lexical_search_1_hop,True,False,True,1.0,0.0,0.0,False,False,False,0.5,0.5,0.5
38,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q2:gemini-1.5-pro:similarity_search_0_hop,True,False,True,1.0,0.0,0.0,False,False,False,0.5,0.5,0.5
39,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q2:gemini-1.5-pro:similarity_search_1_hop,True,False,True,1.0,0.0,0.0,False,False,False,0.5,0.5,0.5
40,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q3:gemini-1.5-pro:lexical_search_0_hop,True,True,True,0.6956521739130435,0.7647058823529411,0.0,True,True,True,0.5,0.5,0.5
41,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q3:gemini-1.5-pro:lexical_search_1_hop,True,False,True,1.0,0.2142857142857142,0.0,False,False,False,0.5,0.5,0.5
42,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q3:gemini-1.5-pro:similarity_search_0_hop,True,False,True,0.8333333333333334,0.3333333333333333,0.0,False,False,False,0.5,0.5,0.5
43,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q3:gemini-1.5-pro:similarity_search_1_hop,True,False,False,0.8888888888888888,0.3333333333333333,1.0,False,False,False,0.5,0.5,0.5
44,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q4:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
45,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q4:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
46,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q4:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,0.8275862068965517,0.0,True,True,True,0.5,0.5,0.5
47,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q4:gemini-1.5-pro:similarity_search_1_hop,True,False,True,0.9,0.4761904761904761,0.0,False,False,False,0.5,0.5,0.5
48,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q5:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
49,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q5:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
50,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q5:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
51,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q5:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
52,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q6:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
53,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q6:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
54,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q6:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
55,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q6:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,0.5,0.0,True,True,True,0.5,0.5,0.5
56,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q7:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
57,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q7:gemini-1.5-pro:lexical_search_1_hop,True,True,True,0.9782608695652174,1.0,0.0,True,True,True,0.5,0.5,0.5
58,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q7:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
59,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q7:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
60,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q8:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
61,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q8:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
62,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q8:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
63,Edythe31_Morar593_9c3df38a-d3b7-2198-3898-51f9153d023d_deepeval-Copy1.csv,Q8:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
64,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q1:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
65,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q1:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
66,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q1:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
67,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q1:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
68,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q2:gemini-1.5-pro:lexical_search_0_hop,True,False,True,1.0,0.0,0.0,False,False,False,0.5,0.5,0.5
69,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q2:gemini-1.5-pro:lexical_search_1_hop,True,False,True,1.0,0.0,0.0,False,False,False,0.5,0.5,0.5
70,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q2:gemini-1.5-pro:similarity_search_0_hop,True,False,True,1.0,0.0,0.0,False,False,False,0.5,0.5,0.5
71,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q2:gemini-1.5-pro:similarity_search_1_hop,True,False,True,1.0,0.0,0.0,False,False,False,0.5,0.5,0.5
72,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q3:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
73,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q3:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
74,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q3:gemini-1.5-pro:similarity_search_0_hop,True,False,True,1.0,0.0,0.0,False,False,False,0.5,0.5,0.5
75,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q3:gemini-1.5-pro:similarity_search_1_hop,True,False,True,1.0,0.1,0.0,False,False,False,0.5,0.5,0.5
76,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q4:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
77,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q4:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,0.6818181818181818,0.0,True,True,True,0.5,0.5,0.5
78,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q4:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,0.7415730337078652,0.0,True,True,True,0.5,0.5,0.5
79,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q4:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,0.7567567567567568,0.0,True,True,True,0.5,0.5,0.5
80,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q5:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
81,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q5:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
82,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q5:gemini-1.5-pro:similarity_search_0_hop,True,False,True,1.0,0.2,0.0,False,False,False,0.5,0.5,0.5
83,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q5:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
84,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q6:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
85,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q6:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
86,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q6:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
87,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q6:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,0.543859649122807,0.0,True,True,True,0.5,0.5,0.5
88,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q7:gemini-1.5-pro:lexical_search_0_hop,True,True,True,0.9775280898876404,1.0,0.0,True,True,True,0.5,0.5,0.5
89,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q7:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,0.9878048780487804,0.0,True,True,True,0.5,0.5,0.5
90,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q7:gemini-1.5-pro:similarity_search_0_hop,True,True,True,0.9705882352941176,1.0,0.0,True,True,True,0.5,0.5,0.5
91,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q7:gemini-1.5-pro:similarity_search_1_hop,True,True,True,0.9846153846153848,1.0,0.0,True,True,True,0.5,0.5,0.5
92,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q8:gemini-1.5-pro:lexical_search_0_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
93,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q8:gemini-1.5-pro:lexical_search_1_hop,True,True,True,1.0,1.0,0.0,True,True,True,0.5,0.5,0.5
94,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q8:gemini-1.5-pro:similarity_search_0_hop,True,True,True,1.0,0.8888888888888888,0.0,True,True,True,0.5,0.5,0.5
95,Milton509_Ortiz186_d66b5418-06cb-fc8a-8c13-85685b6ac939_deepeval-Copy1.csv,Q8:gemini-1.5-pro:similarity_search_1_hop,True,True,True,1.0,0.9411764705882352,0.0,True,True,True,0.5,0.5,0.5
